HERBACEOUS	ER0BEY1SHAH0S
RACES(1)	REY1SIH0Z
SWEETING	SWIY1TIH0NG
GLOBETROTTERS	GLOW1BTRAO0TER0Z
MOUNTAINS	MAW1NTAH0NZ
GLOOMY	GLUW1MIY0
GLEMP	GLEH1MP
BEISER	BAY1SER0
TUNNELS	TAH1NAH0LZ
VANMETER	VAE0NMIY1TER0
MURTON	MER1TAH0N
CONJURE	KAA1NJHER0
KILE	KAY1L
SHREWDLY	SHRUW1DLIY0
BILBO	BIH1LBOW2
TORRIJOS	TAO0RIY1OW0S
GASOLINES	GAE2SAH0LIY1NZ
SMOOTH	SMUW1DH
SNOWFALL	SNOW1FAA0L
PANTYHOSE	PAE1NTIY0HHOW2Z
KAUFFMANN	KAO1FMAH0N
COWLING	KAW1LIH0NG
BANKRUPTCY'S	BAE1NGKRAH0PSIY0Z
OKUMA	OW0KYUW1MER0
AFSHAR'S	AE1FSHER0Z
HEAVYHANDED	HHEH1VIY0HHAE2NDIH0D
WACKY	WAE1KIY0
SONNENBERG	SAA1NAH0NBER0G
MCGAVOCK	MAH0GAE1VAH0K
MULCHING	MAH1LCHIH0NG
COMETARY	KAA1MAH0TEH2RIY0
LEFLORE	LEH1FLER0
DEDMON	DEH1DMAH0N
ROMIG	ROW1MIH0G
BUMBALOUGH	BAH1MBAH0LAW0
HALMSTAD	HHAA1LMSTAE2D
ALDEBARAN	AE0LDEH1BER0AH0N
BROWN	BRAW1N
CUTTLEFISH	KAH1TAH0LFIH2SH
LINCOLNSHIRE	LIH1NGKAH0NSHIH2R
RAFFLE	RAE1FAH0L
MACKINLEY	MAH0KIH1NLIY0
SCHELLENGER	SHEH1LIH0NJHER0
PUNJAB'S(1)	PAH1NJHAE2BZ
PIPED	PAY1PT
FIXATE	FIH1KSEY2T
TARZAN'S	TAA1RZAE2NZ
INGLENOOK	IH1NGGAH0LNUH2K
FELDERMAN	FEH1LDER0MAH0N
WERMIEL	WER1MIY0AH0L
ENVIED	EH1NVIY0D
NORIKO	NAO2RIY1KOW2
TOYOTA	TOW0YOW1TAH0
OBSTREPEROUS	AH0BSTREH1PER0AH0S
NISSENBAUM	NIH1SAH0NBAW2M
AYE	AY1
WE	WIY1
NON-EXISTENT	NAA2NAH0GZIH1STAH0NT
ARNESEN	AA0RNIY1ZAH0N
KERLEY	KER1LIY0
COMCAST'S	KAA1MKAE2STS
CONDUCTING	KAH0NDAH1KTIH0NG
CLEANSED	KLEH1NZD
JAKEWAY	JHEY1KWEY2
RESPIRATORY	REH1SPER0AH0TAO2RIY0
BEGNAUD	BIH0GNOW1
ELSBURY	EH1LZBEH2RIY0
RIESER	RIY1SER0
MONTIER	MAA1NTYER0
EARTHMOVING	ER1THMUW2VIH0NG
AEROSMITH'S	EH1ROW0SMIH2THS
TRINITY	TRIH1NAH0TIY0
ISACKSON	IH1SAH0KSAH0N
DORDIES	DAO1RDIY0Z
VILLI	VIH1LIY0
LEVETT	LEH1VIH0T
HALF	HHAE1F
RIPKIN	RIH1PKIH0N
LEAVY	LIY1VIY0
RHINOPLASTY(1)	RIH2NOW0PLAE1STIY2
INCIDENTALLY	IH2NSIH0DEH1NTAH0LIY0
OVERREACTED	OW1VER0RIY0AE2KTIH0D
HOMEBUILDERS	HHOW1MBIH2LDER0Z
ATKINSON(1)	AE1TKIH0NSAH0N
ENLARGE	EH2NLAA1RJH
SATAN	SEY1TAH0N
TURN	TER1N
DESHAZER	DEH1SHAH0ZER0
MULTILEVEL(1)	MAH2LTIY0LEH1VAH0L
GINGELL	GIH1NGGAH0L
SIEH	SIY1
MACISAAC	MAH0CHIH1SAE2K
SQUILLACOTE'S	SKWIH1LAH0KOW0TS
WHITELOCK(1)	HHWAY1TLAA2K
PIANISTS	PIY0AE1NAH0STS
DURRAH	DUH1RAH0
HARKER	HHAA1RKER0
BUTCHKO(1)	BUH1CHKOW0
NATIONALES	NAE2SHAH0NAA1LEH0S
BANIS	BAE1NIH0S
REILING	RAY1LIH0NG
REARDON	RIH1RDAH0N
ZOELLER	ZOW1LER0
BRAINPOWER	BREY1NPAW2ER0
KNOWLTON	NOW1LTAH0N
REFUNDED	RIH0FAH1NDIH0D
POTASH	PAA1TAE2SH
CORTEZE	KAO0RTEH1Z
STIGMATIZE	STIH1GMAH0TAY2Z
SCHNELL	SHNEH1L
ROUTER(1)	RAW1TER0
COLLIVER	KAA1LIH0VER0
BALENTINE	BAA0LEH0NTIY1NIY0
SPLICE	SPLAY1S
PACKER	PAE1KER0
BREECHING	BRIY1CHIH0NG
GIANT	JHAY1AH0NT
BONIFAS	BAA1NIH0FAH0Z
GLIDERS	GLAY1DER0Z
MARGINING	MAA1RJHAH0NIH0NG
NICHE	NIH1SH
AZOFF	AE1ZAO0F
BIRDHOUSE	BER1DHHAW0S
LODGES(1)	LAA1JHIH0Z
STEINFELD	STAY1NFEH2LD
HANGING	HHAE1NGIH0NG
AMAZEMENT	AH0MEY1ZMAH0NT
LAVECCHIA	LAA0VEH1KIY0AH0
LASHOMB	LAE1SHAH0M
FLUX	FLAH1KS
DINNING	DIH1NIH0NG
BEABOUT	BAH0BUW1T
SURMISES	SER0MAY1ZIH0Z
BIOPSY	BAY1AA0PSIY0
ASKERS'S	AE1SKER0ZIH0Z
SALVA	SAA1LVAH0
OMINOUS	AA1MAH0NAH0S
CARICOM	KEH1RIH0KAA2M
BABA	BAH1BAH0
MATER	MAA1TER0
POLLACK'S	PAA1LAH0KS
HADSELL	HHAE1DSAH0L
CONTINENTAL'S	KAA2NTAH0NEH1NTAH0LZ
LICENSER	LAY1SAH0NSER0
HENNINGSEN	HHEH1NIH0NGSAH0N
SPOERL	SPAO1RL
REHABILITATING	RIY2HHAH0BIH1LAH0TEY2TIH0NG
SINKFIELD	SIH1NGKFIY2LD
CYPRESS'S	SAY1PRAH0SIH0Z
TRUNDLED	TRAH1NDAH0LD
MCPECK	MAH0KPEH1K
SORT	SAO1RT
SHARPEN	SHAA1RPAH0N
FULSOME	FUH1LSAH0M
TOURTELOT(1)	TUH2RTAH0LOW1
STROHL	STROW1L
FABRICATORS	FAE1BRIH0KEY2TER0Z
HOMEGROWN	HHOW1MGROW1N
ATOR	AA1TAO0R
ECKLAND	EH1KLAH0ND
CANOEING	KAH0NUW1IH0NG
ROTATE	ROW1TEY2T
MOTTER	MAA1TER0
MOLD	MOW1LD
ROUSSEAU	RUW0SOW1
EXCELLENTLY	EH1KSAH0LAH0NTLIY0
NORTEK	NAO1RTEH2K
NOSTRADAMUS	NAO2STRAH0DAE1MAH0S
REAVIS	RIY1VIH0S
TRISTATE	TRAY1STEY2T
FORENSIC(1)	FAO2REH1NSIH0K
PARHAM	PAA1RHHAH0M
LOSERS'	LOW1ZER0Z
MAKESHIFT	MEY1KSHIH2FT
COMMINGLE	KAH0MIH1NGGAH0L
THORSON	THAO1RSAH0N
QUINTIN	KWIH1NTIH0N
SEMI-HUMAN	SEH2MIY0HHYUW1MAH0N
LUNTZ'S	LAH1NTSIH0Z
HANDBAGS	HHAE1NDBAE2GZ
BRIGADES	BRIH0GEY1DZ
ALOFT	AH0LAO1FT
TELESTRATOR	TEH1LAH0STREY2TER0
CALISE	KAA1LAY0Z
IHDE	IH1D
GENIUS	JHIY1NYAH0S
DIBACCO	DIH0BAA1KOW2
JULES	JHUW1LZ
HUTCHEON	HHAH1CHIY0AH0N
BARNDT	BAA1RNT
SUPERS	SUW1PER0Z
SLATHER	SLAE1DHER0
SACRIFICING	SAE1KRAH0FAY2SIH0NG
ROBITUSSIN	RAA2BIH0TAH1SIH0N
RACQUET	RAE1KIH0T
EINAR	AY1NER0
RAVISHANKAR	RAA2VIY0SHAA1NGKAA2R
SCHMOTZER	SHMOW1TZER0
STURMER	STER1MER0
ARCHULETTA	AA0RKUW0LEH1TAH0
DISCUSSES	DIH0SKAH1SAH0Z
CASTA	KAE1STAH0
NORTHLAND	NAO1RTHLAE2ND
DENUCLEARIZATION	DIY0NUW2KLIY0ER2AH0ZEY1SHAH0N
CONFEDERATION	KAH0NFEH2DER0EY1SHAH0N
RUNKEL	RAH1NGKAH0L
BLISS'	BLIH1S
HILLIN	HHIH1LIH0N
MILITATE	MIH1LIH0TEY2T
ACCOMPLISHING	AH0KAA1MPLIH0SHIH0NG
QUARTERS	KWAO1RTER0Z
BROWNLEY	BRAW1NLIY0
MATTHES	MAE1THIH0Z
NIEBAUER	NIY1BAW0ER0
DRIVEWAY	DRAY1VWEY2
MILLWARD	MIH1LWER0D
CEDRIC	SEH1DRIH0K
IMPOUNDING	IH2MPAW1NDIH0NG
CANONIZED	KAE1NAH0NAY2ZD
SEEBURGER	SIY1BER0GER0
OMAHONY	OW0MAH0HHOW1NIY0
HARVESTS	HHAA1RVAH0STS
RONDA	RAA1NDAH0
MONTAGNE	MAH0NTEY1NY
AUDRIC	AO1DRIH0K
REFLAGGED	RIY0FLAE1GD
STUMM	STAH1M
SCRAGG	SKRAE1G
KOONTZ	KUW1NTS
ASSIMILATED	AH0SIH1MAH0LEY2TIH0D
REGALLY	RIY1GAH0LIY0
BATTLING(1)	BAE1TLIH0NG
RETAINERS	RIH0TEY1NER0Z
FALVEY	FAE1LVIY0
SEASTROM	SIY1STRAH0M
HOUR	AW1ER0
SNEDEKER	SNEH1DIH0KER0
CYLINDRICAL(1)	SIH0LIH1NDRIH0KAH0L
MACRAE	MAH0KREY1
MAYFAIR	MEY1FEH2R
GRABOY	GREY1BOY0
MAMMOTH	MAE1MAH0TH
KIRSCHNER	KER1SHNER0
BAKKER'S(1)	BEY1KER0Z
PERZIGIAN	PER0ZIH1GIY0AH0N
BURKARD	BER1KER0D
CONTINUOUS	KAH0NTIH1NYUW0AH0S
KAUPPI	KAO1PIY0
SONOROUS	SAA1NER0AH0S
TOYSTORES	TOY1STAO2RZ
STEINWAY	STAY1NWEY2
SUBSIDIARIES	SAH0BSIH1DIY0EH2RIY0Z
CHOTILLA	CHAH0TIH1LAH0
SINES	SAY1NZ
SNARLS	SNAA1RLZ
SANDERSON	SAE1NDER0SAH0N
ALFREDO	AE2LFREY1DOW0
WOLSTENHOLME	WOW1LSTIH0NHHOW0LM
ABALOS	AA0BAA1LOW0Z
PIPS	PIH1PS
TORMENTA	TAO2RMEH1NTAH0
ELFRIDA	EH0LFRIY1DAH0
COSSET	KAA1SAH0T
GRAVEN	GREY1VAH0N
VAN_GOGH	VAE1NGOW1
TOYS'	TOY1Z
DEFILIPPO	DIH0FIY0LIY1POW0
ASEAN	AH0ZIY1AH0N
FLOWE	FLOW1
HARKNESS	HHAA1RKNAH0S
WOMEN	WIH1MAH0N
LOHMANN	LOW1MAH0N
MORIARTY	MAO2RIY0AA1RTIY0
AUTOWORKERS	AO1TOW0WER0KER0Z
CITRUCEL	SIH1TRAH0SEH2L
RETREAD	RIY0TREH1D
MICKLE	MIH1KAH0L
INJURED	IH1NJHER0D
SOCO'S	SOW1KOW1Z
OVERHEADS	OW1VER0HHEH2DZ
PINA	PIY1NAH0
VANDERWALL	VAE1NDER0WAA2L
HIGBY	HHIH1GBIY0
COLLABORATION	KAH0LAE2BER0EY1SHAH0N
BRAZEAL	BRAH0ZIY1L
FANTASY(1)	FAE1NAH0SIY0
OTTERSON	AA1TER0SAH0N
TRADITIONALISTS	TRAH0DIH1SHNAH0LAH0STS
BUKOWSKI	BYUW0KAO1FSKIY0
PERSIS	PER1SIH0S
KEPHART	KEH1FAA0RT
WILLSE	WIH1LSIY0
CLERIC	KLEH1RIH0K
USREY	AH1SRIY0
ZUCKERBERG	ZAH1KER0BER2G
LANDS'	LAE1NDZ
BOCOCK	BAA1KAH0K
PIETRANGELO	PIY0TRAA0NGGEH1LOW0
FINFROCK	FIH1NFRAA2K
GERDES'	ZHER1DZ
ARUNACHALAM	AA0RUW2NAH0CHAA1LAH0M
BELGIUM	BEH1LJHAH0M
FAUVER	FAW1VER0
IMMIGRANT'S	IH1MAH0GRAH0NTS
EUPHEMISTICALLY	YUW2FAH0MIH1STIH0KLIY0
GARDEA	GAA1RDIY0AH0
MORELLA	MAO0REH1LAH0
GREGORIA	GREH0GAO1RIY0AH0
PERMOUNT	PER1MAW2NT
NORTEL	NAO1RTEH0L
EVADING(1)	IY0VEY1DIH0NG
APPARATUSES	AE2PER0AE1TAH0SAH0Z
SUBPAR	SAH0BPAA1R
ENSZ	EH1NSH
KLANS	KLAE1NZ
SKIDDING	SKIH1DIH0NG
SEVILLA	SEH0VIH1LAH0
LEAGUES'	LIY1GZ
LOBER	LOW1BER0
DOWIS	DAW1IH0S
CURATE	KYUH1RAH0T
KIBEHO	KIH1BAH0HHOW0
VERNO	VEH1RNOW0
DIIORIO	DIH0YAO1RIY0OW2
CARESS	KER0EH1S
VELOBIND	VEH1LAH0BIH0ND
HINEMAN	HHAY1NMAH0N
BREW	BRUW1
FITCHETT	FIH1CHIH0T
SERPENTS	SER1PAH0NTS
KRYPTON	KRIH1PTAO0N
NEEL	NIY1L
REMODELED	RIY0MAA1DAH0LD
STRUT	STRAH1T
CLERCQ	KLER1K
ANARCHIST	AE1NER0KIH2ST
PROTECTED	PRAH0TEH1KTIH0D
NOTEBOOK	NOW1TBUH2K
BOSTONIANS	BAA1STOW0NIY0AH0NZ
BREVIG	BREH1VIH0G
BIELBY	BIY1LBIY0
SAVOIA	SAA0VOW1YAH0
DISCH	DIH1SH
INDOORS	IH1NDAO2RZ
SANDALL	SAE1NDAA0L
POLGAR	POW1LGER0
BERES	BIY1RZ
LIGHTLE	LAY1TAH0L
MAUTZ	MAO1TS
CHURKIN	CHER1KAH0N
DEDUCTIBLES	DIH0DAH1KTAH0BAH0LZ
MATH	MAE1TH
LUCCO	LUW1KOW0
TESTERMAN	TEH1STER0MAH0N
CLAMPETT	KLAE1MPEH0T
PANCIERA	PAA0NCHIH1RAH0
BORELLI	BAO0REH1LIY0
BOORDA'S	BUH1RDAH0Z
SOURCE'S	SAO1RSIH0Z
POLONIUS	PAH0LOW1NIY0AH0S
VITAMINS	VAY1TAH0MAH0NZ
GUEI-YUAN	GWEY1YUW0AA1N
GEICO	GAY1KOW0
ENTRANCED	IH0NTRAE1NST
OKAMURA	OW2KAH0MUH1RAH0
CHISELING(1)	CHIH1ZLIH0NG
KNIGHT	NAY1T
FIDORA'S	FAH0DAO1RAH0Z
AVARICE	AE1VER0AH0S
MAGNIFICATIONS	MAE2GNAH0FAH0KEY1SHAH0NZ
CHATSWOOD	CHAE1TSWUH2D
SEAGRAM	SIY1GRAH0M
MCKENDRY	MAH0KEH1NDRIY0
BASSINGER	BAE1SIH0NJHER0
SRI(1)	EH1SAA1RAY1
FEINSTEIN	FAY1NSTAY2N
GARTLEY	GAA1RTLIY0
RODRIQUEZ	RAA0DRIY1KEH0Z
RECOGNISING	REH1KAH0GNAY2ZIH0NG
ARANGO	AA0RAA1NGGOW0
SOFIE	SAA1FIY0
TRADING	TREY1DIH0NG
LYDE	LAY1D
PRISSY	PRIH1SIY0
INDIANA	IH2NDIY0AE1NAH0
DOCUMENTING	DAA1KYAH0MAH0NTIH0NG
LOCKARD	LAA1KER0D
DEFENSIVENESS	DIH0FEH1NSIH0VNAH0S
SILVI	SIH1LVIY0
DIRECTORIES(1)	DER0EH1KTER0IY0Z
CITIC	SIH1TIH0K
MEREDITH	MEH1RIH0DIH0TH
WOLLER	WAA1LER0
MOTHERHOOD	MAH1DHER0HHUH2D
FREDELLA	FREH0DEH1LAH0
OPALINA	OW0PAA0LIY1NAH0
EXPOSED	IH0KSPOW1ZD
CROCKER	KRAA1KER0
HYMN	HHIH1M
SOCO(1)	SAA1KOW0
HELLER'S	HHEH1LER0Z
PASSMORE	PAA1SMAO0R
TERRI	TEH1RIY0
CONTINENTAL	KAA2NTAH0NEH1NTAH0L
BENNETT'S	BEH1NAH0TS
THERRELL	THEH1RAH0L
HILLIGOSS	HHIH1LIH0GAA0S
OPIATE	OW1PIY0AH0T
CHALLENGERY	CHAE1LAH0NJHER0IY0
TRANSCRIPTS	TRAE1NSKRIH2PTS
NEGLIGIBLE(1)	NEH1GLIH0JHAH0BAH0L
PRESENTERS	PREH1ZAH0NTER0Z
DILLEHAY	DIH1LIH0HHEY0
EPLING	EH1PLIH0NG
DYNASTY	DAY1NAH0STIY0
DWELLEY	DWEH1LIY0
BURLESON	BER1LIH0SAH0N
SACHER(1)	SAA1SHER0
SCRAMBLING(1)	SKRAE1MBLIH0NG
DISTRUSTED(1)	DIH0STRAH1STIH0D
GIGANTE	JHIY0GAA1NTIY0
RAINSTORMS	REY1NSTAO2RMZ
BAYERS	BEY1ER0Z
CONUS	KOW1NAH0S
FLORIDABANC	FLAO1RAH0DAH0BAE2NGK
OPFER	AA1PFER0
ENDORSE	EH0NDAO1RS
FENSKE	FEH1NSK
AVNET	AE1VNEH2T
GERDA	GER1DAH0
REMY	REH1MIY0
SCHOENEMAN	SHAA1IY0NMAH0N
FAYME	FEY1M
ISALY	AY1ZLIY0
FRANCHISERS	FRAE1NCHAY2ZER0Z
ERBY	ER1BIY0
KIPLINGER(1)	KIH1PLIH0NGER0
HAIRFIELD	HHEH1RFIY2LD
TUBBY	TAH1BIY0
NEWLIN	NUW1LIH0N
CORDIS	KAO1RDIH0S
ABSCONDING	AE0BSKAA1NDIH0NG
ESLER(1)	EH1SLER0
SERBIN	SER1BIH0N
ACCOLADES	AE1KAH0LEY2DZ
GLOUCESTER	GLAO1STER0
DENSITOMETER	DEH2NSAH0TAA1MAH0TER0
PLUCKING	PLAH1KIH0NG
OHARE	OW0HHEH1R
MINKLER	MIH1NGKLER0
GRAFFITI	GRAH0FIY1TIY0
SAVINGS'S	SEY1VIH0NGZ
LIOU	LIY0UW1
IRELAND'S	AY1RLAH0NDZ
PROFESSIONAL	PRAH0FEH1SHAH0NAH0L
BOTTLED	BAA1TAH0LD
EUTHANIZE	YUW1THAH0NAY2Z
VENEZUELAN	VEH2NIH0ZWEY1LAH0N
BEFORE(1)	BIY2FAO1R
THROUGHPUT	THRUW1PUH2T
DOOGIE	DUW1GIY0
MEMBER	MEH1MBER0
BERGHUIS	BER1GHHUW0IH0Z
LOW-SPIRITEDNESS	LOW2SPIH1RIH0TIH0DNAH0S
PELTING	PEH1LTIH0NG
DEVIATED	DIY1VIY0EY2TIH0D
PEAT'S	PIY1TS
HECLA'S	HHEH1KLAH0Z
BUEHRING	BYUW1RIH0NG
OBREGON	AA1BRIH0GAH0N
COEQUAL	KOW0IY1KWAH0L
CASUALS	KAE1ZHAH0WAH0LZ
CULTURED	KAH1LCHER0D
MAZE	MEY1Z
FATIMAH	FAE1THIH0MAH0
DEVENNY	DEH1VIH0NIY0
GHERIG'S	GEH1RIH0GZ
REINA	REY0IY1NAH0
PEDDY	PEH1DIY0
HAUGHTILY	HHAO1TIH0LIY0
KWASNIEWSKI	KWAH0ZNEH1FSKIY0
PARFUMS	PER0FYUW1MZ
GRITTON	GRIH1TAH0N
RESTAURATEUR(1)	REH2STRAH0TER1
DEBOER	DIY1BOW0ER0
TIRE	TAY1ER0
BALKS	BAO1KS
BASENJI	BAH0SEH1NJHIY0
FETTERS	FEH1TER0Z
KAGEYAMA	KAA2GIY0AA1MAH0
JULLIARD	JHUW1LIY0AA2RD
MAUNEY	MAO1NIY0
PROSS	PRAO1S
AZHAR'S	AH0ZAA1RZ
NARS	NAA1RZ
LEWIS	LUW1IH0S
PRENATAL	PRIY0NEY1TAH0L
GERMINATED	JHER1MAH0NEY2TIH0D
DURAZO	DUH0RAA1ZOW0
HEAVIEST	HHEH1VIY0AH0ST
VESTAL	VEH1STAH0L
FITCH	FIH1CH
AGGRESSIONS	AH0GREH1SHAH0NZ
KUPOR	KYUW1PER0
OUZTS	AW1ZTS
HELSER	HHEH1LSER0
BRUSHABER	BRAH1SHAH0BER0
FOOLISHLY	FUW1LIH0SHLIY0
EXTRICATES	EH1KSTRAH0KEY2TS
VIGLIOTTI	VIH0GLIY0AO1TIY2
CONTROLLER	KAH0NTROW1LER0
DEMING	DEH1MIH0NG
HILGERT	HHIH1LGER0T
TSUJI(1)	SUW1JHIY0
IRANIAN(1)	AY0REY1NIY0AH0N
APOPA	AH0POW1PAH0
APPEALING	AH0PIY1LIH0NG
SMITHEREENS	SMIH2DHER0IY1NZ
CONFEDERACY'S(1)	KAH0NFEH1DRAH0SIY0Z
HAMRIC	HHAE1MRIH0K
SPRANGER	SPRAE1NGER0
DEREMER	DEH1RIY0MER0
DESHOTELS	DEH1SHAH0TAH0LZ
DUSTON	DAH1STAH0N
OCTAHEDRAL	AA2KTAH0HHIY1DRAH0L
RAYTHEON'S	REY1THIY0AA0NZ
MISCREATION	MIH0SKRIY0EY1SHAH0N
RONDEAU	RAA0NDOW1
BOARDWALK	BAO1RDWAO2K
SHIPP'S	SHIH1PS
PREACHER	PRIY1CHER0
PROGRAMING	PROW1GRAE2MIH0NG
PRISONERS'(1)	PRIH1ZNER0Z
BARR'S	BAA1RZ
TOMATOS	TAH0MEY1TOW2Z
NEOCLASSIC	NIY2OW0KLAE1SIH0K
LUGOSI	LUW0GOW1SIY0
ZADILLO	ZAH0DIH1LOW0
RAWDING	RAO1DIH0NG
BUTLER'S	BAH1TLER0Z
POITRAS	POY0TRAA1Z
CRETCHEN	KREH1CHAH0N
PARANOIAC	PEH2RAH0NOY1AE2K
BENEL	BEH1NAH0L
LEMONADE	LEH1MAH0NEY1D
SHCHERBITSKY	SHER0BIH1TSKIY0
LIVINGROOMS	LIH1VIH0NGRUW2MZ
VICKY'S	VIH1KIY0Z
FUNDRAISER	FAH1NDREY2ZER0
CAULK	KAA1K
EXPUNGE	IH0KSPAH1NJH
KOSIBA	KOW0SIY1BAH0
ZIMMERLE	ZIH1MER0AH0L
DEVOY	DEH1VOY0
RINES	RAY1NZ
LEHNHOFF	LEH1NHHAO0F
FUCHS	FYUW1KS
KERSEY	KER1SIY0
RESIDING	RIH0ZAY1DIH0NG
MAZER	MEY1ZER0
COMPLAINING	KAH0MPLEY1NIH0NG
BOOZ	BUW1Z
ESCUDO	EH0SKUW1DOW0
STEINKRAUSS	STAY1NKRAW2S
DUPES	DUW1PS
WEAKENING	WIY1KAH0NIH0NG
EXPOUNDED	IH0KSPAW1NDAH0D
DISTORT	DIH0STAO1RT
ROTZ	RAA1TS
FLICKED	FLIH1KT
BERCHTESGADEN	BER1KTAH0SGAA2DAH0N
BUXOM	BAH1KSAH0M
GECKO	GEH1KOW0
ALEGRIA	AH0LEH1GRIY0AH0
CYNICALLY(1)	SIH1NIH0KLIY0
BARSAMIAN	BAA2RSEY1MIY0AH0N
FOOTSTEPS	FUH1TSTEH2PS
BEISWENGER	BAY1SWIH0NJHER0
OSTERKAMP	AA1STER0KAE0MP
VERDONE	VEH0RDOW1NEY0
BARBADOS	BAA0RBEY1DOW0S
PROVOST	PROW1VOW0ST
JURGENSON	JHER1GIH0NSAH0N
TEE	TIY1
MUTZMAN	MAH1TSMAH0N
METHYL	MEH1THAH0L
WEHRLI	WEH1RLIY0
JAILS	JHEY1LZ
NOLES	NOW1LZ
NEWLY	NUW1LIY0
PROTUBERANCES	PROW0TUW1BER0AH0NSAH0Z
HORATIO	HHER0EY1SHOW0
VEILLON	VEY1LAH0N
SCHUMM	SHAH1M
ARCHETYPES	AA1RKIH0TAY2PS
ARONSON	EH1RAH0NSAH0N
BELONGS	BIH0LAO1NGZ
NEIGHMOND'S	NEY1MAH0NDZ
STARE	STEH1R
URETHRA	YER2IY1THRAH0
UNDUE	AH0NDUW1
ISLAM	IH2SLAA1M
SARLO	SAA1RLOW0
BROOKMAN	BRUH1KMAH0N
HUTCHINS	HHAH1TCHIH2NZ
PAPARAZZI	PAA2PAA0RAO1ZIY2
KIRSHENBAUM	KER1SHAH0NBAW0M
SIMMONS'S	SIH1MAH0NZIH0Z
WAGNON	WAE1GNAH0N
MOSEY	MOW1ZIY0
DRUMLIN'S	DRAH1MLIH0NZ
ENVELOPING	IH0NVEH1LAH0PIH0NG
PAPP	PAE1P
THORLEY	THAO1RLIY0
FARIS	FEH1RIH0S
CITATION	SAY0TEY1SHAH0N
GLITCHES	GLIH1CHIH0Z
ROBBING	RAA1BIH0NG
FRANCHISED	FRAE1NCHAY0ZD
ALBERSON	AE1LBER0SAH0N
DALMAN	DAE1LMAH0N
FLUKES	FLUW1KS
TEAPOT	TIY1PAA2T
CORNERSTONES	KAO1RNER0STOW2NZ
VOUCHED	VAW1CHT
NEL	NEH1L
FIDDER	FIH1DER0
GOLFS	GAA1LFS
NO-BRAINER	NOW2BREY1NER0
THORO	THAO1ROW0
DUNHAM	DAH1NAH0M
POIRRIER	POY1RIY0EY2
HURRI	HHER1IY0
GOODREAU	GUH1DROW2
RIGONI	RIY0GOW1NIY0
MCQUOWN	MAH0KWAW1N
DEKKER	DEH1KER0
JEFFE	JHEH1F
DANDO	DAE1NDOW0
HOENE	HHAA1IY0N
WIGGLESWORTH	WIH1GAH0LZWER2TH
TUNAS	TUW1NAH0Z
PARGESA	PAA0RJHEH1SAH0
VERITY(1)	VEH1RIH0TIY0
MORALS	MAO1RAH0LZ
UNDERSHIRTS	AH1NDER0SHER2TS
SOLILOQUIZE	SAH0LIH1LAH0KWAY2Z
DELETED	DIH0LIY1TAH0D
PURVEY	PER0VEY1
GMBH(1)	JHIY1EH1MBIY1EY1CH
AL-QAEDA	AA2LKAY1DAA0
WALLACE'S	WAO1LAH0SAH0Z
POLITANO	POW0LIY0TAA1NOW0
BRZEZINSKI	BRIH0ZIH1NSKIY0
ANDY'S	AE1NDIY0Z
BARRERA	BAA2REH1RAH0
ALIGN	AH0LAY1N
DANLEY	DAE1NLIY0
MICROPHONES	MAY1KROW0FOW2NZ
SHOE'S	SHUW1Z
POTE	POW1T
KASSIN	KAE1SIH0N
MIRABELLI	MIH0RAA0BEH1LIY0
JAVELIN(2)	JHAE1VLAH0N
BRATTIN	BRAE1TIH0N
HOEKSEMA	HHOW1KSIH0MAH0
WYNNONA	WAY0NOW1NAH0
ODOMETER	OW2DAA1MAH0TER0
LASTINGER	LAE1STIH0NGER0
JENKINSON	JHEH1NGKIH0NSAH0N
VINDICATION	VIH0NDAH0KEY1SHAH0N
AQUIFER	AE1KWAH0FER0
EMERYVILLE	EH1MER0IY0VIH2L
WHISNANT	WIH1SNAH0NT
ILLES	AY1LZ
GUERRA	GWEH1RAH0
DILL	DIH1L
PREMODERN	PRIY0MAO1DER0N
MADLEN	MAE1DAH0LAH0N
DRAGGED	DRAE1GD
JOURNEYMAN	JHER1NIY0MAE2N
MEDENDORP	MEH1DEH0NDAO0RP
WHITTENBERG	WIH1TAH0NBER0G
POLLEY	PAA1LIY0
LAUNDERERS	LAO1NDER0ER0Z
CALLS	KAO1LZ
SCHLAKE	SHLEY1K
JOSEY	JHOW1ZIY0
KOLEK	KOW1LEH0K
ASSUREDLY	AH0SHUH1RAH0DLIY0
LATS(1)	LAE1TS
KIMBALL'S	KIH1MBAH0LZ
SUBKINGDOM	SAH0BKIH1NGDAH0M
GARVEY	GAA1RVIY0
GAMMELL	GAE1MAH0L
RUSCH	RAH1SH
PLASTICIZER	PLAE1STAH0SAY2ZER0
REDEFINED	RIY0DIH0FAY1ND
HENLEY	HHEH1NLIY0
VARYING	VEH1RIY0IH0NG
COLLOR(1)	KAO1LER0
FIZZ	FIH1Z
TARTU	TAA2RTUW1
VARIED	VEH1RIY0D
GENTLEMEN'S(1)	JHEH1NAH0LMEH2NZ
FLUORESCENTS(1)	FLAO2REH1SAH0NTS
PARSEFAL	PAA1RSIH0FAH0L
MORRISTOWN	MAO1RAH0STAW2N
TRINE	TRAY1N
GENTILITY	JHEH0NTIH1LIH0TIY0
WALENTA(1)	VAH0LEH1NTAH0
USRY	AH1SRIY0
LACKLUSTER	LAE1KLAH2STER0
THALER	THEY1LER0
