ER0BEY1SHAH0S	HERBACEOUS
REY1SIH0Z	RACES(1)
SWIY1TIH0NG	SWEETING
GLOW1BTRAO0TER0Z	GLOBETROTTERS
MAW1NTAH0NZ	MOUNTAINS
GLUW1MIY0	GLOOMY
GLEH1MP	GLEMP
BAY1SER0	BEISER
TAH1NAH0LZ	TUNNELS
VAE0NMIY1TER0	VANMETER
MER1TAH0N	MURTON
KAA1NJHER0	CONJURE
KAY1L	KILE
SHRUW1DLIY0	SHREWDLY
BIH1LBOW2	BILBO
TAO0RIY1OW0S	TORRIJOS
GAE2SAH0LIY1NZ	GASOLINES
SMUW1DH	SMOOTH
SNOW1FAA0L	SNOWFALL
PAE1NTIY0HHOW2Z	PANTYHOSE
KAO1FMAH0N	KAUFFMANN
KAW1LIH0NG	COWLING
BAE1NGKRAH0PSIY0Z	BANKRUPTCY'S
OW0KYUW1MER0	OKUMA
AE1FSHER0Z	AFSHAR'S
HHEH1VIY0HHAE2NDIH0D	HEAVYHANDED
WAE1KIY0	WACKY
SAA1NAH0NBER0G	SONNENBERG
MAH0GAE1VAH0K	MCGAVOCK
MAH1LCHIH0NG	MULCHING
KAA1MAH0TEH2RIY0	COMETARY
LEH1FLER0	LEFLORE
DEH1DMAH0N	DEDMON
ROW1MIH0G	ROMIG
BAH1MBAH0LAW0	BUMBALOUGH
HHAA1LMSTAE2D	HALMSTAD
AE0LDEH1BER0AH0N	ALDEBARAN
BRAW1N	BROWN
KAH1TAH0LFIH2SH	CUTTLEFISH
LIH1NGKAH0NSHIH2R	LINCOLNSHIRE
RAE1FAH0L	RAFFLE
MAH0KIH1NLIY0	MACKINLEY
SHEH1LIH0NJHER0	SCHELLENGER
PAH1NJHAE2BZ	PUNJAB'S(1)
PAY1PT	PIPED
FIH1KSEY2T	FIXATE
TAA1RZAE2NZ	TARZAN'S
IH1NGGAH0LNUH2K	INGLENOOK
FEH1LDER0MAH0N	FELDERMAN
WER1MIY0AH0L	WERMIEL
EH1NVIY0D	ENVIED
NAO2RIY1KOW2	NORIKO
TOW0YOW1TAH0	TOYOTA
AH0BSTREH1PER0AH0S	OBSTREPEROUS
NIH1SAH0NBAW2M	NISSENBAUM
AY1	AYE
WIY1	WE
NAA2NAH0GZIH1STAH0NT	NON-EXISTENT
AA0RNIY1ZAH0N	ARNESEN
KER1LIY0	KERLEY
KAA1MKAE2STS	COMCAST'S
KAH0NDAH1KTIH0NG	CONDUCTING
KLEH1NZD	CLEANSED
JHEY1KWEY2	JAKEWAY
REH1SPER0AH0TAO2RIY0	RESPIRATORY
BIH0GNOW1	BEGNAUD
EH1LZBEH2RIY0	ELSBURY
RIY1SER0	RIESER
MAA1NTYER0	MONTIER
ER1THMUW2VIH0NG	EARTHMOVING
EH1ROW0SMIH2THS	AEROSMITH'S
TRIH1NAH0TIY0	TRINITY
IH1SAH0KSAH0N	ISACKSON
DAO1RDIY0Z	DORDIES
VIH1LIY0	VILLI
LEH1VIH0T	LEVETT
HHAE1F	HALF
RIH1PKIH0N	RIPKIN
LIY1VIY0	LEAVY
RIH2NOW0PLAE1STIY2	RHINOPLASTY(1)
IH2NSIH0DEH1NTAH0LIY0	INCIDENTALLY
OW1VER0RIY0AE2KTIH0D	OVERREACTED
HHOW1MBIH2LDER0Z	HOMEBUILDERS
AE1TKIH0NSAH0N	ATKINSON(1)
EH2NLAA1RJH	ENLARGE
SEY1TAH0N	SATAN
TER1N	TURN
DEH1SHAH0ZER0	DESHAZER
MAH2LTIY0LEH1VAH0L	MULTILEVEL(1)
GIH1NGGAH0L	GINGELL
SIY1	SIEH
MAH0CHIH1SAE2K	MACISAAC
SKWIH1LAH0KOW0TS	SQUILLACOTE'S
HHWAY1TLAA2K	WHITELOCK(1)
PIY0AE1NAH0STS	PIANISTS
DUH1RAH0	DURRAH
HHAA1RKER0	HARKER
BUH1CHKOW0	BUTCHKO(1)
NAE2SHAH0NAA1LEH0S	NATIONALES
BAE1NIH0S	BANIS
RAY1LIH0NG	REILING
RIH1RDAH0N	REARDON
ZOW1LER0	ZOELLER
BREY1NPAW2ER0	BRAINPOWER
NOW1LTAH0N	KNOWLTON
RIH0FAH1NDIH0D	REFUNDED
PAA1TAE2SH	POTASH
KAO0RTEH1Z	CORTEZE
STIH1GMAH0TAY2Z	STIGMATIZE
SHNEH1L	SCHNELL
RAW1TER0	ROUTER(1)
KAA1LIH0VER0	COLLIVER
BAA0LEH0NTIY1NIY0	BALENTINE
SPLAY1S	SPLICE
PAE1KER0	PACKER
BRIY1CHIH0NG	BREECHING
JHAY1AH0NT	GIANT
BAA1NIH0FAH0Z	BONIFAS
GLAY1DER0Z	GLIDERS
MAA1RJHAH0NIH0NG	MARGINING
NIH1SH	NICHE
AE1ZAO0F	AZOFF
BER1DHHAW0S	BIRDHOUSE
LAA1JHIH0Z	LODGES(1)
STAY1NFEH2LD	STEINFELD
HHAE1NGIH0NG	HANGING
AH0MEY1ZMAH0NT	AMAZEMENT
LAA0VEH1KIY0AH0	LAVECCHIA
LAE1SHAH0M	LASHOMB
FLAH1KS	FLUX
DIH1NIH0NG	DINNING
BAH0BUW1T	BEABOUT
SER0MAY1ZIH0Z	SURMISES
BAY1AA0PSIY0	BIOPSY
AE1SKER0ZIH0Z	ASKERS'S
SAA1LVAH0	SALVA
AA1MAH0NAH0S	OMINOUS
KEH1RIH0KAA2M	CARICOM
BAH1BAH0	BABA
MAA1TER0	MATER
PAA1LAH0KS	POLLACK'S
HHAE1DSAH0L	HADSELL
KAA2NTAH0NEH1NTAH0LZ	CONTINENTAL'S
LAY1SAH0NSER0	LICENSER
HHEH1NIH0NGSAH0N	HENNINGSEN
SPAO1RL	SPOERL
RIY2HHAH0BIH1LAH0TEY2TIH0NG	REHABILITATING
SIH1NGKFIY2LD	SINKFIELD
SAY1PRAH0SIH0Z	CYPRESS'S
TRAH1NDAH0LD	TRUNDLED
MAH0KPEH1K	MCPECK
SAO1RT	SORT
SHAA1RPAH0N	SHARPEN
FUH1LSAH0M	FULSOME
TUH2RTAH0LOW1	TOURTELOT(1)
STROW1L	STROHL
FAE1BRIH0KEY2TER0Z	FABRICATORS
HHOW1MGROW1N	HOMEGROWN
AA1TAO0R	ATOR
EH1KLAH0ND	ECKLAND
KAH0NUW1IH0NG	CANOEING
ROW1TEY2T	ROTATE
MAA1TER0	MOTTER
MOW1LD	MOLD
RUW0SOW1	ROUSSEAU
EH1KSAH0LAH0NTLIY0	EXCELLENTLY
NAO1RTEH2K	NORTEK
NAO2STRAH0DAE1MAH0S	NOSTRADAMUS
RIY1VIH0S	REAVIS
TRAY1STEY2T	TRISTATE
FAO2REH1NSIH0K	FORENSIC(1)
PAA1RHHAH0M	PARHAM
LOW1ZER0Z	LOSERS'
MEY1KSHIH2FT	MAKESHIFT
KAH0MIH1NGGAH0L	COMMINGLE
THAO1RSAH0N	THORSON
KWIH1NTIH0N	QUINTIN
SEH2MIY0HHYUW1MAH0N	SEMI-HUMAN
LAH1NTSIH0Z	LUNTZ'S
HHAE1NDBAE2GZ	HANDBAGS
BRIH0GEY1DZ	BRIGADES
AH0LAO1FT	ALOFT
TEH1LAH0STREY2TER0	TELESTRATOR
KAA1LAY0Z	CALISE
IH1D	IHDE
JHIY1NYAH0S	GENIUS
DIH0BAA1KOW2	DIBACCO
JHUW1LZ	JULES
HHAH1CHIY0AH0N	HUTCHEON
BAA1RNT	BARNDT
SUW1PER0Z	SUPERS
SLAE1DHER0	SLATHER
SAE1KRAH0FAY2SIH0NG	SACRIFICING
RAA2BIH0TAH1SIH0N	ROBITUSSIN
RAE1KIH0T	RACQUET
AY1NER0	EINAR
RAA2VIY0SHAA1NGKAA2R	RAVISHANKAR
SHMOW1TZER0	SCHMOTZER
STER1MER0	STURMER
AA0RKUW0LEH1TAH0	ARCHULETTA
DIH0SKAH1SAH0Z	DISCUSSES
KAE1STAH0	CASTA
NAO1RTHLAE2ND	NORTHLAND
DIY0NUW2KLIY0ER2AH0ZEY1SHAH0N	DENUCLEARIZATION
KAH0NFEH2DER0EY1SHAH0N	CONFEDERATION
RAH1NGKAH0L	RUNKEL
BLIH1S	BLISS'
HHIH1LIH0N	HILLIN
MIH1LIH0TEY2T	MILITATE
AH0KAA1MPLIH0SHIH0NG	ACCOMPLISHING
KWAO1RTER0Z	QUARTERS
BRAW1NLIY0	BROWNLEY
MAE1THIH0Z	MATTHES
NIY1BAW0ER0	NIEBAUER
DRAY1VWEY2	DRIVEWAY
MIH1LWER0D	MILLWARD
SEH1DRIH0K	CEDRIC
IH2MPAW1NDIH0NG	IMPOUNDING
KAE1NAH0NAY2ZD	CANONIZED
SIY1BER0GER0	SEEBURGER
OW0MAH0HHOW1NIY0	OMAHONY
HHAA1RVAH0STS	HARVESTS
RAA1NDAH0	RONDA
MAH0NTEY1NY	MONTAGNE
AO1DRIH0K	AUDRIC
RIY0FLAE1GD	REFLAGGED
STAH1M	STUMM
SKRAE1G	SCRAGG
KUW1NTS	KOONTZ
AH0SIH1MAH0LEY2TIH0D	ASSIMILATED
RIY1GAH0LIY0	REGALLY
BAE1TLIH0NG	BATTLING(1)
RIH0TEY1NER0Z	RETAINERS
FAE1LVIY0	FALVEY
SIY1STRAH0M	SEASTROM
AW1ER0	HOUR
SNEH1DIH0KER0	SNEDEKER
SIH0LIH1NDRIH0KAH0L	CYLINDRICAL(1)
MAH0KREY1	MACRAE
MEY1FEH2R	MAYFAIR
GREY1BOY0	GRABOY
MAE1MAH0TH	MAMMOTH
KER1SHNER0	KIRSCHNER
BEY1KER0Z	BAKKER'S(1)
PER0ZIH1GIY0AH0N	PERZIGIAN
BER1KER0D	BURKARD
KAH0NTIH1NYUW0AH0S	CONTINUOUS
KAO1PIY0	KAUPPI
SAA1NER0AH0S	SONOROUS
TOY1STAO2RZ	TOYSTORES
STAY1NWEY2	STEINWAY
SAH0BSIH1DIY0EH2RIY0Z	SUBSIDIARIES
CHAH0TIH1LAH0	CHOTILLA
SAY1NZ	SINES
SNAA1RLZ	SNARLS
SAE1NDER0SAH0N	SANDERSON
AE2LFREY1DOW0	ALFREDO
WOW1LSTIH0NHHOW0LM	WOLSTENHOLME
AA0BAA1LOW0Z	ABALOS
PIH1PS	PIPS
TAO2RMEH1NTAH0	TORMENTA
EH0LFRIY1DAH0	ELFRIDA
KAA1SAH0T	COSSET
GREY1VAH0N	GRAVEN
VAE1NGOW1	VAN_GOGH
TOY1Z	TOYS'
DIH0FIY0LIY1POW0	DEFILIPPO
AH0ZIY1AH0N	ASEAN
FLOW1	FLOWE
HHAA1RKNAH0S	HARKNESS
WIH1MAH0N	WOMEN
LOW1MAH0N	LOHMANN
MAO2RIY0AA1RTIY0	MORIARTY
AO1TOW0WER0KER0Z	AUTOWORKERS
SIH1TRAH0SEH2L	CITRUCEL
RIY0TREH1D	RETREAD
MIH1KAH0L	MICKLE
IH1NJHER0D	INJURED
SOW1KOW1Z	SOCO'S
OW1VER0HHEH2DZ	OVERHEADS
PIY1NAH0	PINA
VAE1NDER0WAA2L	VANDERWALL
HHIH1GBIY0	HIGBY
KAH0LAE2BER0EY1SHAH0N	COLLABORATION
BRAH0ZIY1L	BRAZEAL
FAE1NAH0SIY0	FANTASY(1)
AA1TER0SAH0N	OTTERSON
TRAH0DIH1SHNAH0LAH0STS	TRADITIONALISTS
BYUW0KAO1FSKIY0	BUKOWSKI
PER1SIH0S	PERSIS
KEH1FAA0RT	KEPHART
WIH1LSIY0	WILLSE
KLEH1RIH0K	CLERIC
AH1SRIY0	USREY
ZAH1KER0BER2G	ZUCKERBERG
LAE1NDZ	LANDS'
BAA1KAH0K	BOCOCK
PIY0TRAA0NGGEH1LOW0	PIETRANGELO
FIH1NFRAA2K	FINFROCK
ZHER1DZ	GERDES'
AA0RUW2NAH0CHAA1LAH0M	ARUNACHALAM
BEH1LJHAH0M	BELGIUM
FAW1VER0	FAUVER
IH1MAH0GRAH0NTS	IMMIGRANT'S
YUW2FAH0MIH1STIH0KLIY0	EUPHEMISTICALLY
GAA1RDIY0AH0	GARDEA
MAO0REH1LAH0	MORELLA
GREH0GAO1RIY0AH0	GREGORIA
PER1MAW2NT	PERMOUNT
NAO1RTEH0L	NORTEL
IY0VEY1DIH0NG	EVADING(1)
AE2PER0AE1TAH0SAH0Z	APPARATUSES
SAH0BPAA1R	SUBPAR
EH1NSH	ENSZ
KLAE1NZ	KLANS
SKIH1DIH0NG	SKIDDING
SEH0VIH1LAH0	SEVILLA
LIY1GZ	LEAGUES'
LOW1BER0	LOBER
DAW1IH0S	DOWIS
KYUH1RAH0T	CURATE
KIH1BAH0HHOW0	KIBEHO
VEH1RNOW0	VERNO
DIH0YAO1RIY0OW2	DIIORIO
KER0EH1S	CARESS
VEH1LAH0BIH0ND	VELOBIND
HHAY1NMAH0N	HINEMAN
BRUW1	BREW
FIH1CHIH0T	FITCHETT
SER1PAH0NTS	SERPENTS
KRIH1PTAO0N	KRYPTON
NIY1L	NEEL
RIY0MAA1DAH0LD	REMODELED
STRAH1T	STRUT
KLER1K	CLERCQ
AE1NER0KIH2ST	ANARCHIST
PRAH0TEH1KTIH0D	PROTECTED
NOW1TBUH2K	NOTEBOOK
BAA1STOW0NIY0AH0NZ	BOSTONIANS
BREH1VIH0G	BREVIG
BIY1LBIY0	BIELBY
SAA0VOW1YAH0	SAVOIA
DIH1SH	DISCH
IH1NDAO2RZ	INDOORS
SAE1NDAA0L	SANDALL
POW1LGER0	POLGAR
BIY1RZ	BERES
LAY1TAH0L	LIGHTLE
MAO1TS	MAUTZ
CHER1KAH0N	CHURKIN
DIH0DAH1KTAH0BAH0LZ	DEDUCTIBLES
MAE1TH	MATH
LUW1KOW0	LUCCO
TEH1STER0MAH0N	TESTERMAN
KLAE1MPEH0T	CLAMPETT
PAA0NCHIH1RAH0	PANCIERA
BAO0REH1LIY0	BORELLI
BUH1RDAH0Z	BOORDA'S
SAO1RSIH0Z	SOURCE'S
PAH0LOW1NIY0AH0S	POLONIUS
VAY1TAH0MAH0NZ	VITAMINS
GWEY1YUW0AA1N	GUEI-YUAN
GAY1KOW0	GEICO
IH0NTRAE1NST	ENTRANCED
OW2KAH0MUH1RAH0	OKAMURA
CHIH1ZLIH0NG	CHISELING(1)
NAY1T	KNIGHT
FAH0DAO1RAH0Z	FIDORA'S
AE1VER0AH0S	AVARICE
MAE2GNAH0FAH0KEY1SHAH0NZ	MAGNIFICATIONS
CHAE1TSWUH2D	CHATSWOOD
SIY1GRAH0M	SEAGRAM
MAH0KEH1NDRIY0	MCKENDRY
BAE1SIH0NJHER0	BASSINGER
EH1SAA1RAY1	SRI(1)
FAY1NSTAY2N	FEINSTEIN
GAA1RTLIY0	GARTLEY
RAA0DRIY1KEH0Z	RODRIQUEZ
REH1KAH0GNAY2ZIH0NG	RECOGNISING
AA0RAA1NGGOW0	ARANGO
SAA1FIY0	SOFIE
TREY1DIH0NG	TRADING
LAY1D	LYDE
PRIH1SIY0	PRISSY
IH2NDIY0AE1NAH0	INDIANA
DAA1KYAH0MAH0NTIH0NG	DOCUMENTING
LAA1KER0D	LOCKARD
DIH0FEH1NSIH0VNAH0S	DEFENSIVENESS
SIH1LVIY0	SILVI
DER0EH1KTER0IY0Z	DIRECTORIES(1)
SIH1TIH0K	CITIC
MEH1RIH0DIH0TH	MEREDITH
WAA1LER0	WOLLER
MAH1DHER0HHUH2D	MOTHERHOOD
FREH0DEH1LAH0	FREDELLA
OW0PAA0LIY1NAH0	OPALINA
IH0KSPOW1ZD	EXPOSED
KRAA1KER0	CROCKER
HHIH1M	HYMN
SAA1KOW0	SOCO(1)
HHEH1LER0Z	HELLER'S
PAA1SMAO0R	PASSMORE
TEH1RIY0	TERRI
KAA2NTAH0NEH1NTAH0L	CONTINENTAL
BEH1NAH0TS	BENNETT'S
THEH1RAH0L	THERRELL
HHIH1LIH0GAA0S	HILLIGOSS
OW1PIY0AH0T	OPIATE
CHAE1LAH0NJHER0IY0	CHALLENGERY
TRAE1NSKRIH2PTS	TRANSCRIPTS
NEH1GLIH0JHAH0BAH0L	NEGLIGIBLE(1)
PREH1ZAH0NTER0Z	PRESENTERS
DIH1LIH0HHEY0	DILLEHAY
EH1PLIH0NG	EPLING
DAY1NAH0STIY0	DYNASTY
DWEH1LIY0	DWELLEY
BER1LIH0SAH0N	BURLESON
SAA1SHER0	SACHER(1)
SKRAE1MBLIH0NG	SCRAMBLING(1)
DIH0STRAH1STIH0D	DISTRUSTED(1)
JHIY0GAA1NTIY0	GIGANTE
REY1NSTAO2RMZ	RAINSTORMS
BEY1ER0Z	BAYERS
KOW1NAH0S	CONUS
FLAO1RAH0DAH0BAE2NGK	FLORIDABANC
AA1PFER0	OPFER
EH0NDAO1RS	ENDORSE
FEH1NSK	FENSKE
AE1VNEH2T	AVNET
GER1DAH0	GERDA
REH1MIY0	REMY
SHAA1IY0NMAH0N	SCHOENEMAN
FEY1M	FAYME
AY1ZLIY0	ISALY
FRAE1NCHAY2ZER0Z	FRANCHISERS
ER1BIY0	ERBY
KIH1PLIH0NGER0	KIPLINGER(1)
HHEH1RFIY2LD	HAIRFIELD
TAH1BIY0	TUBBY
NUW1LIH0N	NEWLIN
KAO1RDIH0S	CORDIS
AE0BSKAA1NDIH0NG	ABSCONDING
EH1SLER0	ESLER(1)
SER1BIH0N	SERBIN
AE1KAH0LEY2DZ	ACCOLADES
GLAO1STER0	GLOUCESTER
DEH2NSAH0TAA1MAH0TER0	DENSITOMETER
PLAH1KIH0NG	PLUCKING
OW0HHEH1R	OHARE
MIH1NGKLER0	MINKLER
GRAH0FIY1TIY0	GRAFFITI
SEY1VIH0NGZ	SAVINGS'S
LIY0UW1	LIOU
AY1RLAH0NDZ	IRELAND'S
PRAH0FEH1SHAH0NAH0L	PROFESSIONAL
BAA1TAH0LD	BOTTLED
YUW1THAH0NAY2Z	EUTHANIZE
VEH2NIH0ZWEY1LAH0N	VENEZUELAN
BIY2FAO1R	BEFORE(1)
THRUW1PUH2T	THROUGHPUT
DUW1GIY0	DOOGIE
MEH1MBER0	MEMBER
BER1GHHUW0IH0Z	BERGHUIS
LOW2SPIH1RIH0TIH0DNAH0S	LOW-SPIRITEDNESS
PEH1LTIH0NG	PELTING
DIY1VIY0EY2TIH0D	DEVIATED
PIY1TS	PEAT'S
HHEH1KLAH0Z	HECLA'S
BYUW1RIH0NG	BUEHRING
AA1BRIH0GAH0N	OBREGON
KOW0IY1KWAH0L	COEQUAL
KAE1ZHAH0WAH0LZ	CASUALS
KAH1LCHER0D	CULTURED
MEY1Z	MAZE
FAE1THIH0MAH0	FATIMAH
DEH1VIH0NIY0	DEVENNY
GEH1RIH0GZ	GHERIG'S
REY0IY1NAH0	REINA
PEH1DIY0	PEDDY
HHAO1TIH0LIY0	HAUGHTILY
KWAH0ZNEH1FSKIY0	KWASNIEWSKI
PER0FYUW1MZ	PARFUMS
GRIH1TAH0N	GRITTON
REH2STRAH0TER1	RESTAURATEUR(1)
DIY1BOW0ER0	DEBOER
TAY1ER0	TIRE
BAO1KS	BALKS
BAH0SEH1NJHIY0	BASENJI
FEH1TER0Z	FETTERS
KAA2GIY0AA1MAH0	KAGEYAMA
JHUW1LIY0AA2RD	JULLIARD
MAO1NIY0	MAUNEY
PRAO1S	PROSS
AH0ZAA1RZ	AZHAR'S
NAA1RZ	NARS
LUW1IH0S	LEWIS
PRIY0NEY1TAH0L	PRENATAL
JHER1MAH0NEY2TIH0D	GERMINATED
DUH0RAA1ZOW0	DURAZO
HHEH1VIY0AH0ST	HEAVIEST
VEH1STAH0L	VESTAL
FIH1CH	FITCH
AH0GREH1SHAH0NZ	AGGRESSIONS
KYUW1PER0	KUPOR
AW1ZTS	OUZTS
HHEH1LSER0	HELSER
BRAH1SHAH0BER0	BRUSHABER
FUW1LIH0SHLIY0	FOOLISHLY
EH1KSTRAH0KEY2TS	EXTRICATES
VIH0GLIY0AO1TIY2	VIGLIOTTI
KAH0NTROW1LER0	CONTROLLER
DEH1MIH0NG	DEMING
HHIH1LGER0T	HILGERT
SUW1JHIY0	TSUJI(1)
AY0REY1NIY0AH0N	IRANIAN(1)
AH0POW1PAH0	APOPA
AH0PIY1LIH0NG	APPEALING
SMIH2DHER0IY1NZ	SMITHEREENS
KAH0NFEH1DRAH0SIY0Z	CONFEDERACY'S(1)
HHAE1MRIH0K	HAMRIC
SPRAE1NGER0	SPRANGER
DEH1RIY0MER0	DEREMER
DEH1SHAH0TAH0LZ	DESHOTELS
DAH1STAH0N	DUSTON
AA2KTAH0HHIY1DRAH0L	OCTAHEDRAL
REY1THIY0AA0NZ	RAYTHEON'S
MIH0SKRIY0EY1SHAH0N	MISCREATION
RAA0NDOW1	RONDEAU
BAO1RDWAO2K	BOARDWALK
SHIH1PS	SHIPP'S
PRIY1CHER0	PREACHER
PROW1GRAE2MIH0NG	PROGRAMING
PRIH1ZNER0Z	PRISONERS'(1)
BAA1RZ	BARR'S
TAH0MEY1TOW2Z	TOMATOS
NIY2OW0KLAE1SIH0K	NEOCLASSIC
LUW0GOW1SIY0	LUGOSI
ZAH0DIH1LOW0	ZADILLO
RAO1DIH0NG	RAWDING
BAH1TLER0Z	BUTLER'S
POY0TRAA1Z	POITRAS
KREH1CHAH0N	CRETCHEN
PEH2RAH0NOY1AE2K	PARANOIAC
BEH1NAH0L	BENEL
LEH1MAH0NEY1D	LEMONADE
SHER0BIH1TSKIY0	SHCHERBITSKY
LIH1VIH0NGRUW2MZ	LIVINGROOMS
VIH1KIY0Z	VICKY'S
FAH1NDREY2ZER0	FUNDRAISER
KAA1K	CAULK
IH0KSPAH1NJH	EXPUNGE
KOW0SIY1BAH0	KOSIBA
ZIH1MER0AH0L	ZIMMERLE
DEH1VOY0	DEVOY
RAY1NZ	RINES
LEH1NHHAO0F	LEHNHOFF
FYUW1KS	FUCHS
KER1SIY0	KERSEY
RIH0ZAY1DIH0NG	RESIDING
MEY1ZER0	MAZER
KAH0MPLEY1NIH0NG	COMPLAINING
BUW1Z	BOOZ
EH0SKUW1DOW0	ESCUDO
STAY1NKRAW2S	STEINKRAUSS
DUW1PS	DUPES
WIY1KAH0NIH0NG	WEAKENING
IH0KSPAW1NDAH0D	EXPOUNDED
DIH0STAO1RT	DISTORT
RAA1TS	ROTZ
FLIH1KT	FLICKED
BER1KTAH0SGAA2DAH0N	BERCHTESGADEN
BAH1KSAH0M	BUXOM
GEH1KOW0	GECKO
AH0LEH1GRIY0AH0	ALEGRIA
SIH1NIH0KLIY0	CYNICALLY(1)
BAA2RSEY1MIY0AH0N	BARSAMIAN
FUH1TSTEH2PS	FOOTSTEPS
BAY1SWIH0NJHER0	BEISWENGER
AA1STER0KAE0MP	OSTERKAMP
VEH0RDOW1NEY0	VERDONE
BAA0RBEY1DOW0S	BARBADOS
PROW1VOW0ST	PROVOST
JHER1GIH0NSAH0N	JURGENSON
TIY1	TEE
MAH1TSMAH0N	MUTZMAN
MEH1THAH0L	METHYL
WEH1RLIY0	WEHRLI
JHEY1LZ	JAILS
NOW1LZ	NOLES
NUW1LIY0	NEWLY
PROW0TUW1BER0AH0NSAH0Z	PROTUBERANCES
HHER0EY1SHOW0	HORATIO
VEY1LAH0N	VEILLON
SHAH1M	SCHUMM
AA1RKIH0TAY2PS	ARCHETYPES
EH1RAH0NSAH0N	ARONSON
BIH0LAO1NGZ	BELONGS
NEY1MAH0NDZ	NEIGHMOND'S
STEH1R	STARE
YER2IY1THRAH0	URETHRA
AH0NDUW1	UNDUE
IH2SLAA1M	ISLAM
SAA1RLOW0	SARLO
BRUH1KMAH0N	BROOKMAN
HHAH1TCHIH2NZ	HUTCHINS
PAA2PAA0RAO1ZIY2	PAPARAZZI
KER1SHAH0NBAW0M	KIRSHENBAUM
SIH1MAH0NZIH0Z	SIMMONS'S
WAE1GNAH0N	WAGNON
MOW1ZIY0	MOSEY
DRAH1MLIH0NZ	DRUMLIN'S
IH0NVEH1LAH0PIH0NG	ENVELOPING
PAE1P	PAPP
THAO1RLIY0	THORLEY
FEH1RIH0S	FARIS
SAY0TEY1SHAH0N	CITATION
GLIH1CHIH0Z	GLITCHES
RAA1BIH0NG	ROBBING
FRAE1NCHAY0ZD	FRANCHISED
AE1LBER0SAH0N	ALBERSON
DAE1LMAH0N	DALMAN
FLUW1KS	FLUKES
TIY1PAA2T	TEAPOT
KAO1RNER0STOW2NZ	CORNERSTONES
VAW1CHT	VOUCHED
NEH1L	NEL
FIH1DER0	FIDDER
GAA1LFS	GOLFS
NOW2BREY1NER0	NO-BRAINER
THAO1ROW0	THORO
DAH1NAH0M	DUNHAM
POY1RIY0EY2	POIRRIER
HHER1IY0	HURRI
GUH1DROW2	GOODREAU
RIY0GOW1NIY0	RIGONI
MAH0KWAW1N	MCQUOWN
DEH1KER0	DEKKER
JHEH1F	JEFFE
DAE1NDOW0	DANDO
HHAA1IY0N	HOENE
WIH1GAH0LZWER2TH	WIGGLESWORTH
TUW1NAH0Z	TUNAS
PAA0RJHEH1SAH0	PARGESA
VEH1RIH0TIY0	VERITY(1)
MAO1RAH0LZ	MORALS
AH1NDER0SHER2TS	UNDERSHIRTS
SAH0LIH1LAH0KWAY2Z	SOLILOQUIZE
DIH0LIY1TAH0D	DELETED
PER0VEY1	PURVEY
JHIY1EH1MBIY1EY1CH	GMBH(1)
AA2LKAY1DAA0	AL-QAEDA
WAO1LAH0SAH0Z	WALLACE'S
POW0LIY0TAA1NOW0	POLITANO
BRIH0ZIH1NSKIY0	BRZEZINSKI
AE1NDIY0Z	ANDY'S
BAA2REH1RAH0	BARRERA
AH0LAY1N	ALIGN
DAE1NLIY0	DANLEY
MAY1KROW0FOW2NZ	MICROPHONES
SHUW1Z	SHOE'S
POW1T	POTE
KAE1SIH0N	KASSIN
MIH0RAA0BEH1LIY0	MIRABELLI
JHAE1VLAH0N	JAVELIN(2)
BRAE1TIH0N	BRATTIN
HHOW1KSIH0MAH0	HOEKSEMA
WAY0NOW1NAH0	WYNNONA
OW2DAA1MAH0TER0	ODOMETER
LAE1STIH0NGER0	LASTINGER
JHEH1NGKIH0NSAH0N	JENKINSON
VIH0NDAH0KEY1SHAH0N	VINDICATION
AE1KWAH0FER0	AQUIFER
EH1MER0IY0VIH2L	EMERYVILLE
WIH1SNAH0NT	WHISNANT
AY1LZ	ILLES
GWEH1RAH0	GUERRA
DIH1L	DILL
PRIY0MAO1DER0N	PREMODERN
MAE1DAH0LAH0N	MADLEN
DRAE1GD	DRAGGED
JHER1NIY0MAE2N	JOURNEYMAN
MEH1DEH0NDAO0RP	MEDENDORP
WIH1TAH0NBER0G	WHITTENBERG
PAA1LIY0	POLLEY
LAO1NDER0ER0Z	LAUNDERERS
KAO1LZ	CALLS
SHLEY1K	SCHLAKE
JHOW1ZIY0	JOSEY
KOW1LEH0K	KOLEK
AH0SHUH1RAH0DLIY0	ASSUREDLY
LAE1TS	LATS(1)
KIH1MBAH0LZ	KIMBALL'S
SAH0BKIH1NGDAH0M	SUBKINGDOM
GAA1RVIY0	GARVEY
GAE1MAH0L	GAMMELL
RAH1SH	RUSCH
PLAE1STAH0SAY2ZER0	PLASTICIZER
RIY0DIH0FAY1ND	REDEFINED
HHEH1NLIY0	HENLEY
VEH1RIY0IH0NG	VARYING
KAO1LER0	COLLOR(1)
FIH1Z	FIZZ
TAA2RTUW1	TARTU
VEH1RIY0D	VARIED
JHEH1NAH0LMEH2NZ	GENTLEMEN'S(1)
FLAO2REH1SAH0NTS	FLUORESCENTS(1)
PAA1RSIH0FAH0L	PARSEFAL
MAO1RAH0STAW2N	MORRISTOWN
TRAY1N	TRINE
JHEH0NTIH1LIH0TIY0	GENTILITY
VAH0LEH1NTAH0	WALENTA(1)
AH1SRIY0	USRY
LAE1KLAH2STER0	LACKLUSTER
THEY1LER0	THALER
